,feature,predict,label,MSE,MAE,MSE_ave,MAE_ave,R2
87,VHNHGAIHQ,0.42378416657447815,0.4341943860054016,0.00028652389303006164,0.016927016660654104,0.00227058131392297,0.03735960399730456,0.9491751993922308
88,MSTLWVVWCW,0.692866861820221,0.6629766821861267,0.002362099163310472,0.04860143170021303,0.00227058131392297,0.03735960399730456,0.9491751993922308
89,WYQRSDWRR,0.4417437016963959,0.4120541512966156,0.0023304957622647393,0.04827520856780154,0.00227058131392297,0.03735960399730456,0.9491751993922308
90,VIHCDKCTA,0.4363572895526886,0.4428045153617859,0.00010989725334126537,0.010483189082586719,0.00227058131392297,0.03735960399730456,0.9491751993922308
91,GAGSY,0.44654595851898193,0.44095948338508606,8.251194330480716e-05,0.00908360849579104,0.00227058131392297,0.03735960399730456,0.9491751993922308
92,DSSMIWQ,0.4543153643608093,0.42189428210258484,0.0027790482800527506,0.052716679334464445,0.00227058131392297,0.03735960399730456,0.9491751993922308
93,TYTWV,0.7324896454811096,0.6888068318367004,0.005045012926436723,0.07102825442341043,0.00227058131392297,0.03735960399730456,0.9491751993922308
94,FVCDHCDPR,0.44652435183525085,0.46924975514411926,0.0013654137578030506,0.03695150548763948,0.00227058131392297,0.03735960399730456,0.9491751993922308
95,QRITKTQ,0.26712092757225037,0.2816728353500366,0.0005598619379487246,0.02366140185933041,0.00227058131392297,0.03735960399730456,0.9491751993922308
96,ELMSSL,0.4064231216907501,0.41143912076950073,6.652057150421084e-05,0.008156014437469494,0.00227058131392297,0.03735960399730456,0.9491751993922308
97,KFNFC,0.6415223479270935,0.6439114212989807,1.509037565738734e-05,0.003884633271930227,0.00227058131392297,0.03735960399730456,0.9491751993922308
98,SEYFFCKAH,0.5005308985710144,0.44772449135780334,0.007372492110663285,0.08586321744881964,0.00227058131392297,0.03735960399730456,0.9491751993922308
99,AQNLFKW,0.506685197353363,0.4913899898529053,0.0006185172580695871,0.024870007198824595,0.00227058131392297,0.03735960399730456,0.9491751993922308
100,QACKMPDKQD,0.3482394218444824,0.35670357942581177,0.00018941246505380202,0.013762720118268845,0.00227058131392297,0.03735960399730456,0.9491751993922308
101,NVWTCNFT,0.5139943361282349,0.5424354672431946,0.0021386258137644273,0.04624527882675622,0.00227058131392297,0.03735960399730456,0.9491751993922308
102,SDGVM,0.3459211587905884,0.3671587407588959,0.0011924802962932546,0.034532308007042545,0.00227058131392297,0.03735960399730456,0.9491751993922308
103,ATKGCYLYE,0.4538624882698059,0.43972939252853394,0.0005280994043253532,0.022980413493350227,0.00227058131392297,0.03735960399730456,0.9491751993922308
104,HEIFHKTKR,0.408591091632843,0.41143912076950073,2.1445191645756612e-05,0.004630895339538199,0.00227058131392297,0.03735960399730456,0.9491751993922308
105,KIFENLS,0.5330211520195007,0.5067651271820068,0.001822632141826952,0.04269229604772917,0.00227058131392297,0.03735960399730456,0.9491751993922308
106,GHEQMP,0.32312455773353577,0.2829028367996216,0.004277227718136349,0.06540051772070576,0.00227058131392297,0.03735960399730456,0.9491751993922308
107,VNERLGDG,0.26311004161834717,0.2404673993587494,0.0013554867780915553,0.03681693602259095,0.00227058131392297,0.03735960399730456,0.9491751993922308
108,RACNWM,0.5174592137336731,0.5098401308059692,0.00015347812211587475,0.012388628742353802,0.00227058131392297,0.03735960399730456,0.9491751993922308
109,YEGEERH,0.3106703758239746,0.2995080351829529,0.0003294212563120135,0.018149965738590623,0.00227058131392297,0.03735960399730456,0.9491751993922308
110,TDLAK,0.3759438991546631,0.3585486114025116,0.000800026384553905,0.028284737661040893,0.00227058131392297,0.03735960399730456,0.9491751993922308
111,KHTFRMT,0.474128782749176,0.45202958583831787,0.0012912016099674345,0.035933293892536966,0.00227058131392297,0.03735960399730456,0.9491751993922308
112,FGVDTQGAIW,0.4871686100959778,0.4710947275161743,0.0006830974412841096,0.026136132867815576,0.00227058131392297,0.03735960399730456,0.9491751993922308
113,WTTPQ,0.5586139559745789,0.5571956634521484,5.318298410880953e-06,0.0023061436232119092,0.00227058131392297,0.03735960399730456,0.9491751993922308
114,EKCRF,0.4829837679862976,0.519065260887146,0.0034419937126990503,0.05866850699224457,0.00227058131392297,0.03735960399730456,0.9491751993922308
115,ELSLV,0.4390614628791809,0.4348094165325165,4.780100800243643e-05,0.006913827304932951,0.00227058131392297,0.03735960399730456,0.9491751993922308
116,LECFAY,0.5823054909706116,0.5651906728744507,0.0007744362099688841,0.027828694004011112,0.00227058131392297,0.03735960399730456,0.9491751993922308
117,CTGIS,0.49098438024520874,0.495695024728775,5.866806080494074e-05,0.007659507869631099,0.00227058131392297,0.03735960399730456,0.9491751993922308
118,ASLTFMY,0.5876099467277527,0.6113161444664001,0.001485815487354022,0.03854627721783288,0.00227058131392297,0.03735960399730456,0.9491751993922308
119,EPNWTQ,0.3784884214401245,0.4003690779209137,0.0012657903238392871,0.03557794715605844,0.00227058131392297,0.03735960399730456,0.9491751993922308
120,QIHRGWC,0.5309362411499023,0.5547356009483337,0.001497516530403491,0.038697758725842135,0.00227058131392297,0.03735960399730456,0.9491751993922308
121,DKRSQFIYI,0.4677000641822815,0.460639625787735,0.0001317966621533835,0.01148027273863228,0.00227058131392297,0.03735960399730456,0.9491751993922308
122,WGCIH,0.621424674987793,0.6525214910507202,0.002556659696729798,0.05056342251796053,0.00227058131392297,0.03735960399730456,0.9491751993922308
123,PWYWA,0.8371545672416687,0.8296433091163635,0.00014916483404641028,0.012213305615041747,0.00227058131392297,0.03735960399730456,0.9491751993922308
124,QWERSRYAGH,0.4671456217765808,0.4428045153617859,0.001566468642696705,0.039578638717074455,0.00227058131392297,0.03735960399730456,0.9491751993922308
125,LMQILNP,0.42886823415756226,0.41266918182373047,0.0006937776302442253,0.026339658886254114,0.00227058131392297,0.03735960399730456,0.9491751993922308
126,YEKKMGKWMF,0.5412536859512329,0.6027060747146606,0.009984322816804529,0.09992158333815837,0.00227058131392297,0.03735960399730456,0.9491751993922308
127,SQHYRFPF,0.5425834059715271,0.528290331363678,0.0005401226589761352,0.023240539128345006,0.00227058131392297,0.03735960399730456,0.9491751993922308
128,FRSQY,0.5840299129486084,0.5707257390022278,0.0004679688058416196,0.02163258666552892,0.00227058131392297,0.03735960399730456,0.9491751993922308
129,DTWHLIFNM,0.47317320108413696,0.5043050646781921,0.002562425888636144,0.05062040980312332,0.00227058131392297,0.03735960399730456,0.9491751993922308
130,DSGSCQVFDG,0.348413348197937,0.3671587407588959,0.0009290308915071105,0.030480008062779618,0.00227058131392297,0.03735960399730456,0.9491751993922308
131,YVVSLET,0.49780768156051636,0.48400986194610596,0.0005033406451703209,0.022435254515389857,0.00227058131392297,0.03735960399730456,0.9491751993922308
132,GQWLMVGSYS,0.5202776193618774,0.5498155355453491,0.002306751348966398,0.048028651334036,0.00227058131392297,0.03735960399730456,0.9491751993922308
133,RGVIEIMDP,0.36429673433303833,0.35116854310035706,0.0004556704483884638,0.0213464387753195,0.00227058131392297,0.03735960399730456,0.9491751993922308
134,ALRFG,0.48282039165496826,0.4993849992752075,0.0007254431451393836,0.026934051777246282,0.00227058131392297,0.03735960399730456,0.9491751993922308
135,LNAIR,0.18542274832725525,0.24169747531414032,0.008372745087496294,0.09150270535616034,0.00227058131392297,0.03735960399730456,0.9491751993922308
136,ATMCSQVCIF,0.524522602558136,0.47908979654312134,0.0054573297564154055,0.07387374199548447,0.00227058131392297,0.03735960399730456,0.9491751993922308
137,TRPYEGND,0.40418195724487305,0.39421895146369934,0.00026243505163349174,0.0161998472719187,0.00227058131392297,0.03735960399730456,0.9491751993922308
138,SVDSGPEK,0.3305652141571045,0.3382534086704254,0.00015627510550031098,0.012501004179677366,0.00227058131392297,0.03735960399730456,0.9491751993922308
139,RRQICE,0.39372989535331726,0.4145142138004303,0.0011421224053289624,0.033795301527415944,0.00227058131392297,0.03735960399730456,0.9491751993922308
140,TNPTWFGW,0.5813874006271362,0.6494465470314026,0.012246558782315063,0.11066417117710259,0.00227058131392297,0.03735960399730456,0.9491751993922308
141,WCGFHH,0.5904627442359924,0.6211562156677246,0.0024907669559718335,0.04990758415283025,0.00227058131392297,0.03735960399730456,0.9491751993922308
142,GDWTHGM,0.4491915702819824,0.42250922322273254,0.0018823012609807466,0.04338549597481567,0.00227058131392297,0.03735960399730456,0.9491751993922308
143,GCGLEKVCQY,0.44268062710762024,0.42189428210258484,0.0011423451396038624,0.033798596710571616,0.00227058131392297,0.03735960399730456,0.9491751993922308
144,HRKRES,0.3827468454837799,0.3560886085033417,0.0018789011157129677,0.04334629298697834,0.00227058131392297,0.03735960399730456,0.9491751993922308
145,GTMRDFCKF,0.47940462827682495,0.5264452695846558,0.005850426712653094,0.0764880821609033,0.00227058131392297,0.03735960399730456,0.9491751993922308
146,CHNCQGIWY,0.5301325917243958,0.5467404723167419,0.0007292383554642157,0.027004413629335033,0.00227058131392297,0.03735960399730456,0.9491751993922308
147,MDNVDHEC,0.19749388098716736,0.1722017526626587,0.0016912656521445542,0.041125000330024974,0.00227058131392297,0.03735960399730456,0.9491751993922308
148,VKWVGNR,0.4120970666408539,0.41328415274620056,3.725679729961065e-06,0.0019302019920104385,0.00227058131392297,0.03735960399730456,0.9491751993922308
149,AFWRDDTD,0.38797760009765625,0.42496928572654724,0.003617839689175031,0.060148480356323475,0.00227058131392297,0.03735960399730456,0.9491751993922308
150,TIIEQ,0.3948679566383362,0.38806888461112976,0.00012221945972930523,0.011055291028702285,0.00227058131392297,0.03735960399730456,0.9491751993922308
151,AAWIQNNG,0.34725192189216614,0.3585486114025116,0.00033739874302642385,0.01836841699838132,0.00227058131392297,0.03735960399730456,0.9491751993922308
152,GLMIPR,0.39027607440948486,0.3579336404800415,0.0027655815859866434,0.0525887971528789,0.00227058131392297,0.03735960399730456,0.9491751993922308
153,GTNYFQNWH,0.46175307035446167,0.47601476311683655,0.0005377534783005091,0.023189512248007915,0.00227058131392297,0.03735960399730456,0.9491751993922308
154,LPFQMK,0.5342701077461243,0.5319803953170776,1.386126794784087e-05,0.0037230723801506826,0.00227058131392297,0.03735960399730456,0.9491751993922308
155,VYQNR,0.40740251541137695,0.4428045153617859,0.0033135739698203115,0.057563651463578225,0.00227058131392297,0.03735960399730456,0.9491751993922308
156,CQLALY,0.5446968078613281,0.599016010761261,0.00780095643000571,0.08832302321595265,0.00227058131392297,0.03735960399730456,0.9491751993922308
157,GYCRHPYISV,0.5698214173316956,0.49754005670547485,0.013813181359941125,0.11752949144764102,0.00227058131392297,0.03735960399730456,0.9491751993922308
158,HDVQPDTKM,0.3788817226886749,0.3634686768054962,0.0006280844164693583,0.025061612407611733,0.00227058131392297,0.03735960399730456,0.9491751993922308
159,LFCAQS,0.5212947726249695,0.5436654686927795,0.0013231225480140902,0.03637475151824532,0.00227058131392297,0.03735960399730456,0.9491751993922308
160,SGFFCL,0.7101479768753052,0.7091020345687866,2.8923878946249095e-06,0.0017007021769330777,0.00227058131392297,0.03735960399730456,0.9491751993922308
161,KTGTNY,0.48293566703796387,0.4600246846675873,0.0013878051600333626,0.03725325703926252,0.00227058131392297,0.03735960399730456,0.9491751993922308
162,ADMFLTENHK,0.45104044675827026,0.4311193525791168,0.0010492221562566227,0.03239169887882731,0.00227058131392297,0.03735960399730456,0.9491751993922308
163,PFCSTK,0.5301467776298523,0.46186962723731995,0.012325139684006644,0.11101864565921638,0.00227058131392297,0.03735960399730456,0.9491751993922308
164,RSMFNI,0.5284712314605713,0.5793358087539673,0.00684024968846627,0.08270580202420064,0.00227058131392297,0.03735960399730456,0.9491751993922308
165,QCGMKF,0.4714875817298889,0.45510461926460266,0.0007096201649450368,0.02663869675763131,0.00227058131392297,0.03735960399730456,0.9491751993922308
166,LFQSPK,0.4841122627258301,0.4797048270702362,5.1358583495927626e-05,0.0071664903192516505,0.00227058131392297,0.03735960399730456,0.9491751993922308
167,MERPHICG,0.43587642908096313,0.4317343831062317,4.5359776471473975e-05,0.006734966701586131,0.00227058131392297,0.03735960399730456,0.9491751993922308
168,WMTKDMVMC,0.49527353048324585,0.5123001337051392,0.000766473434092428,0.02768525661958776,0.00227058131392297,0.03735960399730456,0.9491751993922308
169,PAIANFVWG,0.5060902833938599,0.5129151940345764,0.0001231501696945096,0.011097304613937098,0.00227058131392297,0.03735960399730456,0.9491751993922308
170,KYQCVALQE,0.410961389541626,0.38806888461112976,0.0013855675653662411,0.03722321272225493,0.00227058131392297,0.03735960399730456,0.9491751993922308
171,RFRFWGVEGK,0.44263190031051636,0.4680196940898895,0.0017040840030148514,0.041280552358403,0.00227058131392297,0.03735960399730456,0.9491751993922308
172,WSTEWRNTDR,0.44549041986465454,0.41082414984703064,0.0031772786648661647,0.05636735460234199,0.00227058131392297,0.03735960399730456,0.9491751993922308
173,TPEHP,0.48279672861099243,0.5264452695846558,0.005037099597455453,0.07097252706121893,0.00227058131392297,0.03735960399730456,0.9491751993922308
174,ASFAKLNP,0.39732104539871216,0.4286593496799469,0.002596522329256879,0.050956082357819454,0.00227058131392297,0.03735960399730456,0.9491751993922308
175,IIWPKKPS,0.48615145683288574,0.47232478857040405,0.0005054476269345812,0.02248216241678236,0.00227058131392297,0.03735960399730456,0.9491751993922308
176,HLDDYAQ,0.3528154194355011,0.37392374873161316,0.001178009511350675,0.034322143163716845,0.00227058131392297,0.03735960399730456,0.9491751993922308
177,IYHNCIM,0.5828367471694946,0.5571956634521484,0.0017382563673761931,0.04169240179428613,0.00227058131392297,0.03735960399730456,0.9491751993922308
178,FDGSRNSC,0.392322301864624,0.39852404594421387,0.00010168777788596245,0.010084035793568091,0.00227058131392297,0.03735960399730456,0.9491751993922308
179,FYFRAS,0.6205615401268005,0.6088561415672302,0.0003622542480144013,0.019032977907158966,0.00227058131392297,0.03735960399730456,0.9491751993922308
180,QYYRILGMDW,0.5718104243278503,0.589790940284729,0.0008547623319695485,0.029236318714392695,0.00227058131392297,0.03735960399730456,0.9491751993922308
181,GSFPLWWNY,0.582930862903595,0.5510455965995789,0.002687949918371235,0.051845442599820046,0.00227058131392297,0.03735960399730456,0.9491751993922308
182,MFPDHPK,0.5578462481498718,0.5418204069137573,0.0006790202835139517,0.026058017643595832,0.00227058131392297,0.03735960399730456,0.9491751993922308
183,TCVWPKHVRS,0.5247913599014282,0.5215252041816711,2.8204269052480205e-05,0.005310769158274553,0.00227058131392297,0.03735960399730456,0.9491751993922308
184,EMQCIMVID,0.3040178418159485,0.3167282044887543,0.00042712693678559105,0.02066704954234133,0.00227058131392297,0.03735960399730456,0.9491751993922308
185,IGHKSSSQRQ,0.37936490774154663,0.37945884466171265,2.3329944737983318e-08,0.00015274143098054083,0.00227058131392297,0.03735960399730456,0.9491751993922308
186,TWYSCWKIM,0.5551835298538208,0.5824109315872192,0.001959988279089082,0.044271754867963864,0.00227058131392297,0.03735960399730456,0.9491751993922308
